,project_id,year_start,year_finish,sector,total_ammount,province,duration_days,status,region
761,1649842,2021,2022,Water and Sewer,12740000.0,buenos aires,90,Finished,Buenos Aires
762,1649843,2021,2022,Water and Sewer,13800000.0,buenos aires,90,Finished,Buenos Aires
763,1649844,2021,2021,Water and Sewer,13500000.0,buenos aires,90,Finished,Buenos Aires
764,1649845,2021,2021,Water and Sewer,4061000.0,buenos aires,90,Finished,Buenos Aires
765,1649847,2021,2021,Water and Sewer,1000000.0,buenos aires,90,Finished,Buenos Aires
766,1649848,2021,2021,Water and Sewer,15500000.0,buenos aires,101,Finished,Buenos Aires
767,1649849,2021,2022,Water and Sewer,9200000.0,buenos aires,57,Finished,Buenos Aires
768,1649850,2021,2021,Water and Sewer,10500000.0,buenos aires,90,Finished,Buenos Aires
769,1649851,2021,2021,Water and Sewer,2170000.0,buenos aires,59,Finished,Buenos Aires
770,1649852,2022,2022,Water and Sewer,2260000.0,buenos aires,112,Finished,Buenos Aires
771,1649853,2021,2021,Water and Sewer,12000000.0,buenos aires,113,Finished,Buenos Aires
772,1649854,2021,2021,Water and Sewer,1500000.0,buenos aires,90,Finished,Buenos Aires
773,1649855,2021,2021,Water and Sewer,1000000.0,buenos aires,22,Finished,Buenos Aires
774,1649856,2021,2022,Water and Sewer,5502000.0,buenos aires,89,Finished,Buenos Aires
775,1649857,2021,2021,Water and Sewer,5380452.0,buenos aires,41,Finished,Buenos Aires
776,1649858,2021,2021,Water and Sewer,3000000.0,buenos aires,74,Finished,Buenos Aires
777,1649859,2020,2020,Water and Sewer,4541334.0,buenos aires,147,Finished,Buenos Aires
778,1649860,2020,2020,Water and Sewer,1696271.0,buenos aires,45,Finished,Buenos Aires
779,1649861,2020,2020,Water and Sewer,4182530.0,buenos aires,90,Finished,Buenos Aires
780,1649862,2020,2020,Water and Sewer,7110301.0,buenos aires,90,Finished,Buenos Aires
781,1649863,2020,2020,Water and Sewer,2000000.0,buenos aires,90,Finished,Buenos Aires
782,1649864,2020,2020,Water and Sewer,6318840.0,buenos aires,90,Finished,Buenos Aires
783,1649865,2020,2020,Water and Sewer,7871426.0,buenos aires,90,Finished,Buenos Aires
784,1649866,2020,2020,Water and Sewer,2499950.0,buenos aires,90,Finished,Buenos Aires
785,1649867,2020,2020,Water and Sewer,5425787.0,buenos aires,90,Finished,Buenos Aires
786,1649868,2020,2020,Water and Sewer,3260000.0,buenos aires,90,Finished,Buenos Aires
787,1649869,2020,2020,Water and Sewer,5855542.0,buenos aires,90,Finished,Buenos Aires
788,1649870,2020,2020,Water and Sewer,3914900.0,buenos aires,90,Finished,Buenos Aires
789,1649871,2020,2020,Water and Sewer,2436660.0,buenos aires,90,Finished,Buenos Aires
790,1649872,2020,2020,Water and Sewer,3732238.0,buenos aires,43,Finished,Buenos Aires
791,1649873,2020,2020,Water and Sewer,15000000.0,buenos aires,39,Finished,Buenos Aires
792,1649874,2020,2020,Water and Sewer,5267093.0,buenos aires,63,Finished,Buenos Aires
793,1649875,2020,2020,Water and Sewer,7850000.0,buenos aires,62,Finished,Buenos Aires
794,1649876,2020,2020,Water and Sewer,3350000.0,buenos aires,29,Finished,Buenos Aires
795,1649877,2020,2020,Water and Sewer,4266181.0,buenos aires,58,Finished,Buenos Aires
796,1649878,2020,2020,Water and Sewer,7000184.0,buenos aires,50,Finished,Buenos Aires
797,1649879,2020,2020,Water and Sewer,747800.0,buenos aires,50,Finished,Buenos Aires
798,1649880,2020,2021,Water and Sewer,17429600.0,buenos aires,90,Finished,Buenos Aires
799,1649881,2020,2021,Water and Sewer,8420500.0,buenos aires,329,Finished,Buenos Aires
800,1649882,2020,2021,Water and Sewer,10700100.0,buenos aires,90,Finished,Buenos Aires
801,1649883,2020,2020,Water and Sewer,1777729.0,buenos aires,31,Finished,Buenos Aires
802,1649885,2020,2020,Water and Sewer,3850000.0,buenos aires,68,Finished,Buenos Aires
803,1649886,2020,2020,Water and Sewer,704300.0,buenos aires,51,Finished,Buenos Aires
804,1649887,2020,2021,Water and Sewer,6125500.0,buenos aires,161,Finished,Buenos Aires
805,1649888,2020,2020,Water and Sewer,11300000.0,buenos aires,122,Finished,Buenos Aires
806,1649890,2023,2024,Water and Sewer,987150783.0,ciudad autónoma de buenos aires,300,In progress,Buenos Aires
807,1649891,2022,2023,Water and Sewer,832391920.0,buenos aires,562,In progress,Buenos Aires
808,1649892,2022,2023,Water and Sewer,1357570894.0,buenos aires,567,In progress,Buenos Aires
809,1649893,2022,2023,Water and Sewer,323758252.0,buenos aires,518,In progress,Buenos Aires
810,1649895,2022,2023,Water and Sewer,647056196.0,buenos aires,467,In progress,Buenos Aires
811,1649896,2021,2023,Water and Sewer,374876863.0,buenos aires,90,In progress,Buenos Aires
812,1649897,2021,2023,Water and Sewer,188343006.0,buenos aires,626,In progress,Buenos Aires
813,1649898,2022,2024,Water and Sewer,1579168822.0,buenos aires,650,In progress,Buenos Aires
814,1649899,2022,2024,Water and Sewer,1160500390.0,buenos aires,670,In progress,Buenos Aires
815,1649900,2021,2023,Water and Sewer,1484646653.0,buenos aires,90,In progress,Buenos Aires
816,1649901,2021,2022,Water and Sewer,196841448.0,buenos aires,357,Finished,Buenos Aires
817,1649902,2022,2023,Water and Sewer,230132353.0,buenos aires,395,Finished,Buenos Aires
818,1649903,2022,2023,Water and Sewer,2275676172.0,buenos aires,390,In progress,Buenos Aires
819,1649904,2022,2023,Water and Sewer,745907030.0,buenos aires,567,In progress,Buenos Aires
820,1649905,2022,2023,Water and Sewer,1402038943.0,buenos aires,580,In progress,Buenos Aires
821,1649906,2022,2023,Water and Sewer,2254746389.0,buenos aires,674,In progress,Buenos Aires
822,1649907,2022,2023,Water and Sewer,718227557.0,buenos aires,664,In progress,Buenos Aires
823,1649908,2022,2024,Water and Sewer,530422907.0,buenos aires,609,In progress,Buenos Aires
824,1649909,2022,2022,Water and Sewer,512876391.0,buenos aires,340,Finished,Buenos Aires
825,1649910,2022,2022,Water and Sewer,530726269.0,buenos aires,336,Finished,Buenos Aires
826,1649913,2021,2022,Water and Sewer,172309668.0,buenos aires,307,Finished,Buenos Aires
827,1649914,2021,2023,Water and Sewer,212537680.0,buenos aires,724,In progress,Buenos Aires
828,1649915,2022,2024,Water and Sewer,886847461.0,buenos aires,807,In progress,Buenos Aires
829,1649916,2021,2023,Water and Sewer,370247355.0,buenos aires,672,In progress,Buenos Aires
830,1649917,2022,2023,Water and Sewer,369039551.0,buenos aires,512,In progress,Buenos Aires
831,1649919,2022,2023,Water and Sewer,116430697.0,buenos aires,364,In progress,Buenos Aires
832,1649920,2022,2023,Water and Sewer,595126926.0,buenos aires,623,In progress,Buenos Aires
833,1649921,2022,2024,Water and Sewer,1182437832.0,buenos aires,781,In progress,Buenos Aires
834,1649924,2022,2023,Water and Sewer,957871119.0,ciudad autónoma de buenos aires,626,In progress,Buenos Aires
835,1649925,2021,2022,Water and Sewer,397617210.0,ciudad autónoma de buenos aires,360,Finished,Buenos Aires
836,1649931,2022,2023,Water and Sewer,28447084.0,ciudad autónoma de buenos aires,240,Finished,Buenos Aires
837,1649932,2022,2022,Water and Sewer,23725691.0,ciudad autónoma de buenos aires,135,In progress,Buenos Aires
838,1649933,2022,2022,Water and Sewer,19730978.0,ciudad autónoma de buenos aires,90,In progress,Buenos Aires
839,1649934,2022,2024,Water and Sewer,1831598493.0,buenos aires,992,In progress,Buenos Aires
840,1649935,2021,2022,Water and Sewer,312757176.0,buenos aires,90,Finished,Buenos Aires
841,1649936,2021,2022,Water and Sewer,316482231.0,buenos aires,90,Finished,Buenos Aires
842,1649943,2022,2022,Water and Sewer,8648435.0,buenos aires,141,Finished,Buenos Aires
843,1649944,2023,2024,Water and Sewer,100264339.0,buenos aires,210,In progress,Buenos Aires
844,1649946,2022,2022,Water and Sewer,10769454.0,buenos aires,270,Finished,Buenos Aires
845,1649968,2020,2021,Water and Sewer,6500000.0,buenos aires,234,Finished,Buenos Aires
846,1649980,2020,2020,Water and Sewer,2735500.0,buenos aires,197,Finished,Buenos Aires
847,1649987,2020,2020,Water and Sewer,5216161.0,buenos aires,178,Finished,Buenos Aires
848,1649988,2020,2021,Water and Sewer,20300000.0,buenos aires,178,Finished,Buenos Aires
849,1649989,2020,2020,Water and Sewer,2000159.0,buenos aires,266,Finished,Buenos Aires
850,1649990,2020,2022,Water and Sewer,2310179.0,buenos aires,120,Finished,Buenos Aires
851,1649991,2020,2021,Water and Sewer,1352450.0,buenos aires,150,Finished,Buenos Aires
852,1649992,2021,2021,Water and Sewer,4031601.0,buenos aires,21,Finished,Buenos Aires
853,1649993,2021,2021,Water and Sewer,7516899.0,buenos aires,92,Finished,Buenos Aires
854,1649995,2021,2021,Water and Sewer,485470.0,buenos aires,40,Finished,Buenos Aires
855,1649996,2021,2021,Water and Sewer,415713.0,buenos aires,40,Finished,Buenos Aires
856,1649997,2021,2021,Water and Sewer,485470.0,buenos aires,19,Finished,Buenos Aires
857,1649998,2021,2021,Water and Sewer,415713.0,buenos aires,90,Finished,Buenos Aires
858,1650000,2021,2021,Water and Sewer,26207527.0,buenos aires,174,Finished,Buenos Aires
859,1650001,2021,2022,Water and Sewer,40248401.0,buenos aires,280,Finished,Buenos Aires
860,1650002,2021,2021,Water and Sewer,2122088.0,buenos aires,74,Finished,Buenos Aires
861,1650003,2021,2021,Water and Sewer,1228989.0,buenos aires,39,Finished,Buenos Aires
862,1650004,2021,2022,Water and Sewer,13138342.0,buenos aires,220,Finished,Buenos Aires
863,1650006,2021,2021,Water and Sewer,7650812.0,buenos aires,170,Finished,Buenos Aires
864,1650007,2021,2021,Water and Sewer,4513291.0,buenos aires,122,Finished,Buenos Aires
865,1650008,2021,2022,Water and Sewer,2028391.0,buenos aires,71,Finished,Buenos Aires
866,1650010,2021,2021,Water and Sewer,461906.0,buenos aires,63,Finished,Buenos Aires
867,1650012,2021,2021,Water and Sewer,461906.0,buenos aires,88,Finished,Buenos Aires
868,1650013,2021,2021,Water and Sewer,461906.0,buenos aires,57,Finished,Buenos Aires
869,1650015,2021,2021,Water and Sewer,654422.0,buenos aires,38,Finished,Buenos Aires
870,1650016,2021,2022,Water and Sewer,21180650.0,buenos aires,316,Finished,Buenos Aires
871,1650018,2021,2021,Water and Sewer,9978250.0,buenos aires,139,Finished,Buenos Aires
872,1650019,2021,2021,Water and Sewer,1208052.0,buenos aires,89,Finished,Buenos Aires
873,1650021,2021,2021,Water and Sewer,461906.0,buenos aires,73,Finished,Buenos Aires
874,1650023,2021,2021,Water and Sewer,7546776.0,buenos aires,96,Finished,Buenos Aires
875,1650024,2021,2021,Water and Sewer,4116396.0,buenos aires,72,Finished,Buenos Aires
876,1650025,2021,2021,Water and Sewer,3936010.0,buenos aires,148,Finished,Buenos Aires
877,1650026,2021,2021,Water and Sewer,1157140.0,buenos aires,148,Finished,Buenos Aires
878,1650027,2021,2021,Water and Sewer,3413875.0,buenos aires,148,Finished,Buenos Aires
879,1650028,2021,2021,Water and Sewer,1928522.0,buenos aires,36,Finished,Buenos Aires
880,1650029,2021,2021,Water and Sewer,5604560.0,buenos aires,23,Finished,Buenos Aires
881,1650030,2021,2021,Water and Sewer,8488059.0,buenos aires,51,Finished,Buenos Aires
882,1650031,2021,2021,Water and Sewer,4102146.0,buenos aires,50,Finished,Buenos Aires
883,1650032,2021,2021,Water and Sewer,7079713.0,buenos aires,77,Finished,Buenos Aires
884,1650033,2021,2021,Water and Sewer,4113599.0,buenos aires,50,Finished,Buenos Aires
885,1650034,2021,2021,Water and Sewer,9827271.0,buenos aires,32,Finished,Buenos Aires
886,1650035,2021,2021,Water and Sewer,8982050.0,buenos aires,37,Finished,Buenos Aires
887,1650036,2021,2021,Water and Sewer,8626360.0,buenos aires,92,Finished,Buenos Aires
888,1650037,2021,2021,Water and Sewer,6964540.0,buenos aires,48,Finished,Buenos Aires
889,1650039,2021,2021,Water and Sewer,675774.0,buenos aires,65,Finished,Buenos Aires
890,1650234,2021,2021,Water and Sewer,7087618.0,buenos aires,182,Finished,Buenos Aires
891,1650235,2021,2021,Water and Sewer,27500000.0,buenos aires,149,Finished,Buenos Aires
892,1650236,2021,2021,Water and Sewer,813862.0,buenos aires,66,Finished,Buenos Aires
893,1650237,2021,2021,Water and Sewer,654422.0,buenos aires,56,Finished,Buenos Aires
894,1650238,2021,2021,Water and Sewer,485470.0,buenos aires,80,Finished,Buenos Aires
895,1650239,2021,2022,Water and Sewer,7628317.0,buenos aires,176,Finished,Buenos Aires
896,1650240,2021,2022,Water and Sewer,12357440.0,buenos aires,123,Finished,Buenos Aires
897,1650241,2021,2021,Water and Sewer,5392601.0,buenos aires,36,Finished,Buenos Aires
898,1650242,2021,2021,Water and Sewer,3383652.0,buenos aires,38,Finished,Buenos Aires
899,1650243,2022,2022,Water and Sewer,12262386.0,buenos aires,149,Finished,Buenos Aires
900,1650244,2022,2022,Water and Sewer,8353128.0,buenos aires,96,Finished,Buenos Aires
901,1650245,2022,2022,Water and Sewer,2207824.0,buenos aires,61,Finished,Buenos Aires
902,1650246,2021,2021,Water and Sewer,9741426.0,buenos aires,60,Finished,Buenos Aires
903,1650247,2021,2022,Water and Sewer,4242339.0,buenos aires,133,Finished,Buenos Aires
904,1650248,2021,2021,Water and Sewer,6175296.0,buenos aires,146,Finished,Buenos Aires
905,1650250,2021,2022,Water and Sewer,2735905.0,buenos aires,164,Finished,Buenos Aires
906,1650251,2021,2021,Water and Sewer,5577552.0,buenos aires,45,Finished,Buenos Aires
907,1650252,2021,2022,Water and Sewer,3163075.0,buenos aires,167,Finished,Buenos Aires
908,1650253,2021,2022,Water and Sewer,46000000.0,buenos aires,327,Finished,Buenos Aires
909,1650254,2021,2022,Water and Sewer,33084889.0,buenos aires,380,Finished,Buenos Aires
910,1650255,2022,2023,Water and Sewer,2053348.0,buenos aires,230,Finished,Buenos Aires
911,1650256,2022,2023,Water and Sewer,1793037.0,buenos aires,270,Finished,Buenos Aires
912,1650257,2022,2023,Water and Sewer,2002765.0,buenos aires,152,Finished,Buenos Aires
913,1650261,2021,2021,Water and Sewer,3051929.0,buenos aires,64,Finished,Buenos Aires
914,1650262,2021,2021,Water and Sewer,1802200.0,buenos aires,107,Finished,Buenos Aires
915,1650264,2021,2021,Water and Sewer,267228.0,buenos aires,35,Finished,Buenos Aires
916,1650265,2021,2021,Water and Sewer,1540294.0,buenos aires,83,Finished,Buenos Aires
917,1650266,2021,2022,Water and Sewer,308204.0,buenos aires,297,Finished,Buenos Aires
918,1650268,2022,2022,Water and Sewer,5159787.0,buenos aires,53,Finished,Buenos Aires
919,1650272,2020,2020,Water and Sewer,666858.0,buenos aires,40,Finished,Buenos Aires
920,1650273,2020,2020,Water and Sewer,10241111.0,buenos aires,105,Finished,Buenos Aires
921,1650274,2020,2020,Water and Sewer,12494390.0,buenos aires,230,Finished,Buenos Aires
922,1650275,2020,2020,Water and Sewer,562500.0,buenos aires,25,Finished,Buenos Aires
923,1650276,2020,2020,Water and Sewer,3229521.0,buenos aires,40,Finished,Buenos Aires
924,1650277,2020,2020,Water and Sewer,14444764.0,buenos aires,204,Finished,Buenos Aires
925,1650278,2020,2020,Water and Sewer,11555389.0,buenos aires,188,Finished,Buenos Aires
926,1650279,2020,2021,Water and Sewer,12373540.0,buenos aires,161,Finished,Buenos Aires
927,1650280,2020,2020,Water and Sewer,9736830.0,buenos aires,90,Finished,Buenos Aires
928,1650281,2020,2020,Water and Sewer,7985059.0,buenos aires,85,Finished,Buenos Aires
929,1650282,2020,2020,Water and Sewer,19469124.0,buenos aires,82,Finished,Buenos Aires
930,1650283,2021,2021,Water and Sewer,1964607.0,buenos aires,116,Finished,Buenos Aires
931,1650284,2021,2021,Water and Sewer,4163051.0,buenos aires,75,Finished,Buenos Aires
932,1650285,2021,2021,Water and Sewer,381477.0,buenos aires,22,Finished,Buenos Aires
933,1650286,2021,2021,Water and Sewer,10794060.0,buenos aires,115,Finished,Buenos Aires
934,1650287,2021,2021,Water and Sewer,8460227.0,buenos aires,112,Finished,Buenos Aires
935,1650288,2021,2021,Water and Sewer,9238968.0,buenos aires,101,Finished,Buenos Aires
936,1650289,2021,2021,Water and Sewer,15433838.0,buenos aires,51,Finished,Buenos Aires
937,1650290,2021,2021,Water and Sewer,7985186.0,buenos aires,120,Finished,Buenos Aires
938,1650291,2021,2021,Water and Sewer,1335170.0,buenos aires,41,Finished,Buenos Aires
939,1650292,2021,2021,Water and Sewer,9382324.0,buenos aires,99,Finished,Buenos Aires
940,1650293,2021,2021,Water and Sewer,2322035.0,buenos aires,113,Finished,Buenos Aires
941,1650294,2021,2021,Water and Sewer,3606120.0,buenos aires,113,Finished,Buenos Aires
942,1650295,2021,2021,Water and Sewer,11459134.0,buenos aires,61,Finished,Buenos Aires
943,1650296,2021,2021,Water and Sewer,23582124.0,buenos aires,125,Finished,Buenos Aires
944,1650297,2021,2021,Water and Sewer,9835650.0,buenos aires,122,Finished,Buenos Aires
945,1650298,2021,2021,Water and Sewer,9773990.0,buenos aires,122,Finished,Buenos Aires
946,1650299,2021,2021,Water and Sewer,3214960.0,buenos aires,106,Finished,Buenos Aires
947,1650300,2021,2021,Water and Sewer,7222080.0,buenos aires,118,Finished,Buenos Aires
948,1650301,2021,2021,Water and Sewer,6319520.0,buenos aires,126,Finished,Buenos Aires
949,1650302,2021,2021,Water and Sewer,10250740.0,buenos aires,57,Finished,Buenos Aires
950,1650303,2021,2021,Water and Sewer,7097400.0,buenos aires,84,Finished,Buenos Aires
951,1650305,2021,2022,Water and Sewer,221424559.0,buenos aires,385,Finished,Buenos Aires
952,1650315,2022,2022,Water and Sewer,6931495.0,buenos aires,30,In progress,Buenos Aires
953,1650321,2022,2022,Water and Sewer,32243867.0,buenos aires,258,Finished,Buenos Aires
954,1650323,2023,2024,Water and Sewer,153613689.0,buenos aires,90,In progress,Buenos Aires
955,1650324,2022,2023,Water and Sewer,123161434.0,buenos aires,510,In progress,Buenos Aires
956,1650326,2022,2022,Water and Sewer,34491652.0,buenos aires,242,Finished,Buenos Aires
957,1650329,2022,2022,Water and Sewer,69737873.0,buenos aires,240,In progress,Buenos Aires
958,1650330,2022,2023,Water and Sewer,117390611.0,buenos aires,494,Finished,Buenos Aires
959,1650332,2022,2026,Water and Sewer,3917896998.0,buenos aires,1333,In progress,Buenos Aires
960,1650333,2022,2023,Water and Sewer,145419096.0,buenos aires,399,Finished,Buenos Aires
961,1650334,2022,2024,Water and Sewer,3696467801.0,buenos aires,749,In progress,Buenos Aires
962,1650335,2022,2023,Water and Sewer,362726260.0,buenos aires,547,In progress,Buenos Aires
963,1650336,2022,2023,Water and Sewer,155444729.0,buenos aires,342,In progress,Buenos Aires
964,1650337,2022,2024,Water and Sewer,1919962160.0,buenos aires,736,In progress,Buenos Aires
965,1650338,2022,2023,Water and Sewer,120765693.0,buenos aires,225,In progress,Buenos Aires
966,1650339,2023,2024,Water and Sewer,1456688446.0,buenos aires,360,In progress,Buenos Aires
967,1650340,2022,2023,Water and Sewer,774153341.0,buenos aires,518,In progress,Buenos Aires
968,1650343,2022,2024,Water and Sewer,443829719.0,buenos aires,704,In progress,Buenos Aires
969,1650346,2022,2022,Water and Sewer,11761732.0,buenos aires,60,In progress,Buenos Aires
970,1650347,2022,2022,Water and Sewer,12121877.0,buenos aires,120,In progress,Buenos Aires
971,1650348,2022,2022,Water and Sewer,5888291.0,buenos aires,90,In progress,Buenos Aires
972,1650349,2021,2022,Water and Sewer,82106096.0,buenos aires,90,Finished,Buenos Aires
973,1650353,2021,2023,Water and Sewer,495923655.0,buenos aires,150,Finished,Buenos Aires
974,1650354,2021,2021,Water and Sewer,10135840.0,buenos aires,168,Finished,Buenos Aires
975,1650355,2021,2021,Water and Sewer,5111650.0,buenos aires,84,Finished,Buenos Aires
976,1650356,2021,2021,Water and Sewer,8096619.0,buenos aires,102,Finished,Buenos Aires
977,1650357,2021,2021,Water and Sewer,7273935.0,buenos aires,57,Finished,Buenos Aires
978,1650358,2021,2021,Water and Sewer,2488037.0,buenos aires,71,Finished,Buenos Aires
979,1650359,2021,2021,Water and Sewer,11481468.0,buenos aires,64,Finished,Buenos Aires
980,1650360,2021,2021,Water and Sewer,6251487.0,buenos aires,120,Finished,Buenos Aires
981,1650361,2021,2021,Water and Sewer,7208576.0,buenos aires,64,Finished,Buenos Aires
982,1650362,2021,2021,Water and Sewer,5097040.0,buenos aires,64,Finished,Buenos Aires
983,1650365,2023,2024,Water and Sewer,116028211.0,buenos aires,390,In progress,Buenos Aires
984,1650368,2022,2024,Water and Sewer,480266361.0,buenos aires,514,In progress,Buenos Aires
985,1650370,2022,2023,Water and Sewer,1053954939.0,buenos aires,150,Finished,Buenos Aires
986,1650371,2022,2023,Water and Sewer,591678312.0,buenos aires,840,In progress,Buenos Aires
987,1650374,2023,2024,Water and Sewer,1425316530.0,buenos aires,418,In progress,Buenos Aires
988,1650375,2022,2023,Water and Sewer,855566968.0,buenos aires,180,In progress,Buenos Aires
989,1650376,2022,2024,Water and Sewer,884228294.0,buenos aires,713,In progress,Buenos Aires
990,1650377,2022,2023,Water and Sewer,473383280.0,buenos aires,480,In progress,Buenos Aires
991,1650379,2022,2023,Water and Sewer,151237224.0,buenos aires,330,In progress,Buenos Aires
992,1650385,2023,2023,Water and Sewer,49207124.0,buenos aires,180,In progress,Buenos Aires
993,1650386,2023,2023,Water and Sewer,41676395.0,buenos aires,180,In progress,Buenos Aires
994,1650387,2023,2023,Water and Sewer,37933716.0,buenos aires,180,In progress,Buenos Aires
995,1650399,2021,2023,Water and Sewer,196095204.0,buenos aires,450,In progress,Buenos Aires
996,1650402,2022,2022,Water and Sewer,35808555.0,buenos aires,222,Finished,Buenos Aires
997,1650403,2022,2023,Water and Sewer,32322477.0,buenos aires,228,Finished,Buenos Aires
998,1650407,2023,2023,Water and Sewer,56226671.0,buenos aires,200,In progress,Buenos Aires
999,1650414,2022,2023,Water and Sewer,561927021.0,buenos aires,665,In progress,Buenos Aires
1000,1650417,2023,2023,Water and Sewer,37885902.0,buenos aires,180,In progress,Buenos Aires
1001,1650418,2022,2024,Water and Sewer,418180278.0,buenos aires,150,In progress,Buenos Aires
1002,1650419,2022,2024,Water and Sewer,2030218889.0,buenos aires,150,In progress,Buenos Aires
1003,1650420,2022,2024,Water and Sewer,1471446670.0,buenos aires,120,In progress,Buenos Aires
1004,1650422,2023,2024,Water and Sewer,1183269220.0,ciudad autónoma de buenos aires,613,In progress,Buenos Aires
1005,1650423,2022,2024,Water and Sewer,667020290.0,buenos aires,180,In progress,Buenos Aires
1006,1650424,2022,2023,Water and Sewer,938719158.0,buenos aires,150,In progress,Buenos Aires
1007,1650425,2022,2024,Water and Sewer,382281248.0,buenos aires,120,In progress,Buenos Aires
1008,1650427,2022,2023,Water and Sewer,1042758392.0,buenos aires,476,In progress,Buenos Aires
1009,1650435,2022,2023,Water and Sewer,1762470836.0,buenos aires,506,In progress,Buenos Aires
1010,1650436,2022,2023,Water and Sewer,1035202835.0,ciudad autónoma de buenos aires,120,In progress,Buenos Aires
1011,1650437,2022,2023,Water and Sewer,724842522.0,buenos aires,390,In progress,Buenos Aires
1012,1650439,2022,2023,Water and Sewer,19187522.0,buenos aires,210,In progress,Buenos Aires
1013,1650440,2022,2023,Water and Sewer,450216575.0,buenos aires,330,In progress,Buenos Aires
1014,1650441,2022,2023,Water and Sewer,1143345211.0,buenos aires,330,In progress,Buenos Aires
1015,1650442,2022,2023,Water and Sewer,1195541165.0,buenos aires,390,In progress,Buenos Aires
1016,1650446,2023,2024,Water and Sewer,200490067.0,buenos aires,120,In progress,Buenos Aires
1017,1650453,2022,2023,Water and Sewer,70009928.0,buenos aires,180,In progress,Buenos Aires
1018,1650460,2022,2023,Water and Sewer,274283209.0,buenos aires,150,Finished,Buenos Aires
1019,1650462,2022,2023,Water and Sewer,430030500.0,buenos aires,420,In progress,Buenos Aires
1020,1650463,2023,2024,Water and Sewer,1223855511.0,buenos aires,180,In progress,Buenos Aires
1021,1650464,2023,2024,Water and Sewer,1399393736.0,buenos aires,150,In progress,Buenos Aires
1022,1650466,2022,2024,Water and Sewer,455166960.0,buenos aires,180,In progress,Buenos Aires
1023,1650467,2022,2023,Water and Sewer,825568169.0,buenos aires,5,Finished,Buenos Aires
1024,1650471,2022,2024,Water and Sewer,1053026007.0,buenos aires,520,In progress,Buenos Aires
1025,1650472,2022,2024,Water and Sewer,1275687835.0,buenos aires,544,In progress,Buenos Aires
1026,1650473,2023,2024,Water and Sewer,1391384548.0,buenos aires,120,In progress,Buenos Aires
1027,1650474,2023,2024,Water and Sewer,1091745978.0,buenos aires,420,In progress,Buenos Aires
1028,1650475,2022,2023,Water and Sewer,326204990.0,buenos aires,120,In progress,Buenos Aires
1029,1650477,2022,2024,Water and Sewer,736294149.0,buenos aires,431,In progress,Buenos Aires
1030,1650478,2023,2024,Water and Sewer,2412879570.0,buenos aires,240,In progress,Buenos Aires
1031,1650479,2023,2024,Water and Sewer,331318679.0,buenos aires,120,In progress,Buenos Aires
1032,1650480,2023,2023,Water and Sewer,183918499.0,buenos aires,120,In progress,Buenos Aires
1033,1650481,2022,2023,Water and Sewer,1250357735.0,buenos aires,392,In progress,Buenos Aires
1034,1650482,2023,2024,Water and Sewer,588811320.0,buenos aires,120,In progress,Buenos Aires
1035,1650483,2022,2022,Water and Sewer,2470000.0,ciudad autónoma de buenos aires,88,Finished,Buenos Aires
1036,1650484,2022,2022,Water and Sewer,19620000.0,ciudad autónoma de buenos aires,85,Finished,Buenos Aires
1037,1650485,2022,2022,Water and Sewer,3646323.0,ciudad autónoma de buenos aires,120,Finished,Buenos Aires
1038,1650490,2022,2022,Water and Sewer,8545579.0,buenos aires,45,Finished,Buenos Aires
1039,1650492,2022,2022,Water and Sewer,3082803.0,buenos aires,2,Finished,Buenos Aires
1040,1650493,2022,2022,Water and Sewer,1782788.0,buenos aires,8,Finished,Buenos Aires
1041,1650495,2022,2022,Water and Sewer,1524319.0,buenos aires,150,Finished,Buenos Aires
1042,1650496,2022,2022,Water and Sewer,1524319.0,buenos aires,8,Finished,Buenos Aires
1043,1650499,2022,2022,Water and Sewer,2013995.0,buenos aires,7,Finished,Buenos Aires
1044,1650500,2022,2022,Water and Sewer,8568396.0,buenos aires,31,Finished,Buenos Aires
1045,1650504,2022,2022,Water and Sewer,7223801.0,buenos aires,8,Finished,Buenos Aires
1046,1650505,2022,2022,Water and Sewer,2606705.0,buenos aires,4,Finished,Buenos Aires
1047,1650506,2022,2022,Water and Sewer,2828206.0,buenos aires,1,Finished,Buenos Aires
1048,1650508,2022,2022,Water and Sewer,4402969.0,buenos aires,13,Finished,Buenos Aires
1049,1650509,2022,2022,Water and Sewer,1389991.0,buenos aires,9,Finished,Buenos Aires
1050,1650510,2022,2022,Water and Sewer,2537907.0,buenos aires,180,Finished,Buenos Aires
1051,1650512,2022,2022,Water and Sewer,5602917.0,buenos aires,24,Finished,Buenos Aires
1052,1650513,2022,2022,Water and Sewer,2196205.0,buenos aires,150,Finished,Buenos Aires
1053,1650518,2022,2022,Water and Sewer,4299954.0,buenos aires,9,Finished,Buenos Aires
1054,1650520,2022,2022,Water and Sewer,2999469.0,buenos aires,13,Finished,Buenos Aires
1055,1650521,2022,2022,Water and Sewer,1285486.0,buenos aires,13,Finished,Buenos Aires
1056,1650522,2022,2022,Water and Sewer,3921412.0,buenos aires,22,Finished,Buenos Aires
1057,1650523,2022,2022,Water and Sewer,2651048.0,buenos aires,180,Finished,Buenos Aires
1058,1650524,2022,2022,Water and Sewer,5687864.0,buenos aires,180,Finished,Buenos Aires
1059,1650525,2022,2022,Water and Sewer,2991884.0,buenos aires,46,Finished,Buenos Aires
