,project_id,year_start,year_finish,sector,total_ammount,province,duration_days,status,region
3989,1003114578,2021,2023,Architecture,36421361.0,buenos aires,541,In progress,Buenos Aires
3990,1003114579,2021,2022,Architecture,14811990.0,chubut,166,Finished,Patagonia
3991,1003115590,2021,2023,Urban Equipment,12264495.0,chaco,624,In progress,Great North
3992,1003115591,2021,2022,Water and Sewer,72127330.0,entre ríos,455,In progress,Central Region
3993,1003115592,2021,2022,Water and Sewer,154030013.0,entre ríos,510,Finished,Central Region
3994,1003115593,2021,2021,Water and Sewer,24856493.0,entre ríos,150,Finished,Central Region
3995,1003115594,2021,2022,Water and Sewer,259267336.0,la rioja,360,In progress,New Cuyo
3996,1003115595,2021,2022,Urban Equipment,3709712.0,chaco,90,Finished,Great North
3997,1003115596,2021,2021,Water and Sewer,79402053.0,la rioja,180,In progress,New Cuyo
3998,1003115597,2021,2021,Water and Sewer,28638834.0,la rioja,120,Finished,New Cuyo
3999,1003115598,2021,2021,Water and Sewer,33653429.0,la rioja,120,In progress,New Cuyo
4000,1003115599,2021,2022,Water and Sewer,178574618.0,la rioja,457,In progress,New Cuyo
4001,1003115600,2021,2023,Water and Sewer,150046154.0,la rioja,725,In progress,New Cuyo
4002,1003115601,2021,2022,Water and Sewer,90660229.0,la rioja,487,In progress,New Cuyo
4003,1003115602,2021,2022,Water and Sewer,21362627.0,santa fe,302,Finished,Central Region
4004,1003115603,2021,2024,Water and Sewer,276503677.0,misiones,1000,In progress,Great North
4005,1003115604,2021,2021,Water and Sewer,11704565.0,misiones,178,Finished,Great North
4006,1003115605,2021,2021,Water and Sewer,6326442.0,misiones,90,Finished,Great North
4007,1003115606,2021,2022,Water and Sewer,8453233.0,misiones,270,In progress,Great North
4008,1003115607,2021,2021,Water and Sewer,11338758.0,misiones,125,Finished,Great North
4009,1003115608,2021,2021,Water and Sewer,12599180.0,tucumán,90,Finished,Great North
4010,1003115609,2021,2021,Water and Sewer,10488881.0,tucumán,128,Finished,Great North
4011,1003115611,2021,2021,Water and Sewer,974608.0,tucumán,90,Finished,Great North
4012,1003115613,2021,2022,Architecture,10795092.0,córdoba,415,Finished,Central Region
4013,1003115614,2021,2022,Roadworks,137715891.0,buenos aires,180,Finished,Buenos Aires
4014,1003115615,2021,2022,Urban Equipment,2390894.0,entre ríos,90,Finished,Central Region
4015,1003115617,2021,2023,Roadworks,8609939.0,córdoba,449,Finished,Central Region
4016,1003115619,2021,2022,Roadworks,93661066.0,buenos aires,210,Finished,Buenos Aires
4017,1003115620,2021,2022,Urban Equipment,4408392.0,entre ríos,45,Finished,Central Region
4018,1003115622,2021,2022,Roadworks,24156561.0,chubut,90,Finished,Patagonia
4019,1003115624,2021,2022,Roadworks,19855943.0,córdoba,240,Finished,Central Region
4020,1003115628,2021,2021,Roadworks,528827538.0,buenos aires,120,Finished,Buenos Aires
4021,1003115629,2022,2023,Architecture,48011961.0,entre ríos,360,In progress,Central Region
4022,1003115630,2021,2022,Healthcare,14012509.0,chaco,330,Finished,Great North
4023,1003115631,2021,2022,Architecture,41740705.0,mendoza,379,Finished,New Cuyo
4024,1003115632,2022,2022,Roadworks,5133488.0,río negro,180,Finished,Patagonia
4025,1003115633,2022,2023,Urban Equipment,1304903.0,entre ríos,268,Finished,Central Region
4026,1003115634,2021,2022,Roadworks,14427759.0,buenos aires,150,Finished,Buenos Aires
4027,1003115635,2022,2022,Urban Equipment,7688546.0,chubut,90,Finished,Patagonia
4028,1003115636,2021,2022,Roadworks,14572960.0,buenos aires,90,Finished,Buenos Aires
4029,1003115637,2022,2023,Architecture,885339451.0,buenos aires,489,In progress,Buenos Aires
4030,1003115639,2022,2023,Urban Equipment,2806479.0,entre ríos,258,Finished,Central Region
4031,1003115640,2021,2022,Roadworks,28127300.0,córdoba,150,Finished,Central Region
4032,1003115641,2022,2022,Urban Equipment,12299145.0,córdoba,270,Finished,Central Region
4033,1003115643,2021,2021,Urban Equipment,14376216.0,santa fe,60,Finished,Central Region
4034,1003115644,2021,2022,Roadworks,21099797.0,córdoba,254,Finished,Central Region
4035,1003115649,2021,2022,Architecture,17991806.0,corrientes,180,Finished,Great North
4036,1003115650,2021,2022,Urban Equipment,4168469.0,chubut,372,In progress,Patagonia
4037,1003115652,2021,2022,Architecture,6265202.0,entre ríos,220,Finished,Central Region
4038,1003115653,2021,2022,Roadworks,51724059.0,buenos aires,279,Finished,Buenos Aires
4039,1003115654,2021,2022,Roadworks,138116520.0,buenos aires,210,Finished,Buenos Aires
4040,1003115656,2021,2022,Water and Sewer,22214246.0,entre ríos,180,In progress,Central Region
4041,1003115657,2022,2022,Roadworks,24363822.0,entre ríos,90,Finished,Central Region
4042,1003115658,2021,2022,Roadworks,6022550.0,misiones,150,Finished,Great North
4043,1003115659,2021,2022,Urban Equipment,14922203.0,entre ríos,180,Finished,Central Region
4044,1003115660,2021,2022,Urban Equipment,10704255.0,entre ríos,215,Finished,Central Region
4045,1003115661,2021,2022,Urban Equipment,1982627.0,chubut,150,Finished,Patagonia
4046,1003115662,2021,2022,Urban Equipment,26373532.0,buenos aires,390,Finished,Buenos Aires
4047,1003115663,2021,2022,Architecture,41785685.0,buenos aires,279,Finished,Buenos Aires
4048,1003115664,2021,2022,Urban Equipment,19474414.0,buenos aires,180,Finished,Buenos Aires
4049,1003115665,2021,2022,Urban Equipment,42233936.0,entre ríos,120,Finished,Central Region
4050,1003115667,2022,2022,Roadworks,74604450.0,buenos aires,180,In progress,Buenos Aires
4051,1003115668,2021,2022,Urban Equipment,24381958.0,buenos aires,210,Finished,Buenos Aires
4052,1003115669,2021,2023,Roadworks,17238994.0,córdoba,691,Finished,Central Region
4053,1003115670,2021,2024,Healthcare,1485277402.0,san juan,840,In progress,New Cuyo
4054,1003115672,2021,2023,Architecture,45802452.0,buenos aires,544,Finished,Buenos Aires
4055,1003115674,2022,2023,Architecture,79504652.0,tucumán,376,Finished,Great North
4056,1003115675,2021,2023,Architecture,44656449.0,buenos aires,697,In progress,Buenos Aires
4057,1003115676,2021,2021,Roadworks,28950000.0,san luis,120,Finished,New Cuyo
4058,1003115678,2022,2022,Urban Equipment,7266407.0,formosa,120,In progress,Great North
4059,1003115681,2021,2022,Architecture,8329142.0,chaco,120,Finished,Great North
4060,1003115682,2021,2023,Urban Equipment,79072137.0,córdoba,510,Finished,Central Region
4061,1003115683,2021,2022,Roadworks,19179301.0,córdoba,244,Finished,Central Region
4062,1003115684,2021,2023,Architecture,44813535.0,buenos aires,676,In progress,Buenos Aires
4063,1003115685,2021,2022,Urban Equipment,2794987.0,santa fe,150,Finished,Central Region
4064,1003115686,2021,2022,Architecture,10218529.0,santa fe,120,Finished,Central Region
4065,1003115687,2021,2022,Education,86775211.0,chubut,340,Finished,Patagonia
4066,1003115688,2021,2024,Architecture,70689413.0,buenos aires,933,Finished,Buenos Aires
4067,1003115689,2021,2023,Architecture,45087777.0,buenos aires,676,In progress,Buenos Aires
4068,1003115690,2021,2022,Architecture,14327821.0,chaco,120,Finished,Great North
4069,1003115691,2021,2022,Water and Sewer,20613578.0,entre ríos,260,In progress,Central Region
4070,1003115692,2021,2022,Urban Equipment,14395082.0,córdoba,395,Finished,Central Region
4071,1003115693,2023,2023,Architecture,37623623.0,tucumán,180,In progress,Great North
4072,1003115694,2021,2023,Water and Sewer,678063083.0,córdoba,604,In progress,Central Region
4073,1003115696,2021,2022,Roadworks,13231690.0,entre ríos,210,Finished,Central Region
4074,1003115697,2022,2022,Urban Equipment,3538821.0,entre ríos,45,Finished,Central Region
4075,1003115698,2021,2022,Architecture,6958955.0,la pampa,240,Finished,Patagonia
4076,1003115699,2022,2022,Urban Equipment,34330706.0,entre ríos,308,In progress,Central Region
4077,1003115700,2021,2022,Water resources,294719668.0,buenos aires,300,Finished,Buenos Aires
4078,1003115701,2021,2022,Architecture,19387921.0,córdoba,270,Finished,Central Region
4079,1003115702,2022,2022,Architecture,64766535.0,tucumán,270,Finished,Great North
4080,1003115703,2021,2022,Architecture,50574569.0,buenos aires,344,Finished,Buenos Aires
4081,1003115704,2021,2022,Architecture,41395728.0,buenos aires,345,Finished,Buenos Aires
4082,1003115705,2021,2021,Roadworks,22228839.0,córdoba,60,Finished,Central Region
4083,1003115707,2021,2022,Housing,18698403.0,misiones,120,Finished,Great North
4084,1003115708,2021,2022,Housing,9033842.0,misiones,90,Finished,Great North
4085,1003115709,2021,2022,Urban Equipment,16124067.0,córdoba,270,Finished,Central Region
4086,1003115710,2021,2022,Roadworks,22255178.0,córdoba,378,Finished,Central Region
4087,1003115713,2021,2022,Others,12419138.0,buenos aires,90,Finished,Buenos Aires
4088,1003115714,2021,2021,Roadworks,81539752.0,buenos aires,180,Finished,Buenos Aires
4089,1003115715,2021,2022,Roadworks,84554674.0,buenos aires,240,Finished,Buenos Aires
4090,1003115716,2021,2023,Architecture,1512410231.0,neuquén,644,In progress,Patagonia
4091,1003115717,2021,2022,Roadworks,226251170.0,buenos aires,180,Finished,Buenos Aires
4092,1003115718,2021,2022,Urban Equipment,16170062.0,mendoza,150,Finished,New Cuyo
4093,1003115719,2021,2022,Housing,12556935.0,misiones,120,Finished,Great North
4094,1003115720,2021,2022,Urban Equipment,13606668.0,chaco,120,Finished,Great North
4095,1003115721,2021,2023,Water resources,1827945104.0,buenos aires,540,Finished,Buenos Aires
4096,1003115722,2021,2022,Roadworks,245732000.0,buenos aires,270,Finished,Buenos Aires
4097,1003115723,2021,2022,Housing,14764544.0,misiones,120,Finished,Great North
4098,1003115724,2021,2022,Roadworks,12496605.0,tucumán,150,Finished,Great North
4099,1003115725,2021,2022,Housing,10446921.0,misiones,90,Finished,Great North
4100,1003115726,2021,2021,Roadworks,131406014.0,buenos aires,130,Finished,Buenos Aires
4101,1003115727,2021,2023,Water and Sewer,57813302.0,chaco,600,In progress,Great North
4102,1003115728,2021,2023,Healthcare,8538643.0,córdoba,728,In progress,Central Region
4103,1003115729,2021,2023,Water and Sewer,44136286.0,chaco,600,In progress,Great North
4104,1003115730,2023,2025,Architecture,497833811.0,tucumán,720,In progress,Great North
4105,1003115731,2021,2022,Urban Equipment,24285776.0,córdoba,120,Finished,Central Region
4106,1003115732,2021,2022,Healthcare,15397569.0,córdoba,394,Finished,Central Region
4107,1003115733,2021,2022,Urban Equipment,4192931.0,san juan,213,Finished,New Cuyo
4108,1003115734,2021,2022,Urban Equipment,31057247.0,córdoba,150,Finished,Central Region
4109,1003115735,2021,2022,Roadworks,21868664.0,córdoba,120,Finished,Central Region
4110,1003115736,2021,2022,Roadworks,47488674.0,tucumán,150,Finished,Great North
4111,1003115737,2022,2022,Architecture,10617292.0,tucumán,120,In progress,Great North
4112,1003115738,2021,2022,Urban Equipment,17022288.0,entre ríos,210,Finished,Central Region
4113,1003115739,2021,2022,Roadworks,14968000.0,san luis,120,Finished,New Cuyo
4114,1003115740,2021,2022,Education,74431866.0,ciudad autónoma de buenos aires,270,Finished,Buenos Aires
4115,1003115741,2021,2022,Education,477457000.0,buenos aires,360,Finished,Buenos Aires
4116,1003115742,2021,2022,Housing,17572723.0,misiones,120,Finished,Great North
4117,1003115743,2021,2022,Education,61342732.0,buenos aires,393,Finished,Buenos Aires
4118,1003115744,2021,2022,Water and Sewer,18912122.0,salta,180,Finished,Great North
4119,1003115745,2021,2021,Water and Sewer,13518913.0,tucumán,120,Finished,Great North
4120,1003115746,2021,2021,Water and Sewer,13983717.0,tucumán,120,Finished,Great North
4121,1003115747,2021,2022,Water and Sewer,22359000.0,tucumán,304,Finished,Great North
4122,1003115748,2021,2022,Roadworks,40845707.0,córdoba,271,Finished,Central Region
4123,1003115749,2021,2022,Roadworks,249491272.0,córdoba,455,Finished,Central Region
4124,1003115751,2021,2022,Roadworks,6745154.0,córdoba,120,Finished,Central Region
4125,1003115752,2021,2022,Urban Equipment,15980413.0,córdoba,210,Finished,Central Region
4126,1003115753,2021,2023,Water and Sewer,236534899.0,corrientes,636,In progress,Great North
4127,1003115754,2021,2022,Water and Sewer,275663238.0,neuquén,280,Finished,Patagonia
4128,1003115755,2022,2024,Architecture,63779862.0,río negro,528,In progress,Patagonia
4129,1003115756,2021,2022,Roadworks,49757327.0,córdoba,330,Finished,Central Region
4130,1003115757,2022,2023,Water and Sewer,135128484.0,neuquén,440,In progress,Patagonia
4131,1003115758,2022,2023,Architecture,38422641.0,entre ríos,541,In progress,Central Region
4132,1003115760,2021,2022,Roadworks,39963678.0,jujuy,180,Finished,Great North
4133,1003115761,2021,2022,Urban Equipment,4787971.0,chaco,90,Finished,Great North
4134,1003115762,2021,2022,Urban Equipment,20112461.0,buenos aires,90,Finished,Buenos Aires
4135,1003115763,2022,2023,Architecture,178400757.0,la pampa,450,Finished,Patagonia
4136,1003115764,2022,2023,Architecture,37123467.0,buenos aires,393,In progress,Buenos Aires
4137,1003115765,2021,2023,Education,477251265.0,buenos aires,691,In progress,Buenos Aires
4138,1003115766,2021,2022,Roadworks,182026123.0,buenos aires,150,In progress,Buenos Aires
4139,1003115767,2021,2022,Roadworks,139536010.0,buenos aires,168,Finished,Buenos Aires
4140,1003115768,2021,2022,Urban Equipment,10469483.0,córdoba,271,Finished,Central Region
4141,1003115769,2022,2023,Architecture,36087905.0,buenos aires,393,In progress,Buenos Aires
4142,1003115772,2021,2022,Architecture,26650236.0,buenos aires,150,Finished,Buenos Aires
4143,1003115774,2022,2022,Roadworks,36939346.0,chubut,230,Finished,Patagonia
4144,1003115775,2021,2022,Roadworks,217167334.0,buenos aires,180,In progress,Buenos Aires
4145,1003115776,2021,2022,Roadworks,21395704.0,buenos aires,120,Finished,Buenos Aires
4146,1003115777,2021,2022,Roadworks,20504289.0,buenos aires,120,Finished,Buenos Aires
4147,1003115778,2021,2022,Roadworks,4478000.0,santa fe,90,Finished,Central Region
4148,1003115781,2022,2022,Architecture,41263760.0,buenos aires,301,In progress,Buenos Aires
4149,1003115782,2022,2023,Architecture,10782809.0,chubut,465,In progress,Patagonia
4150,1003115784,2021,2022,Urban Equipment,13275029.0,córdoba,385,In progress,Central Region
4151,1003115785,2021,2022,Housing,47261582.0,córdoba,120,Finished,Central Region
4152,1003115788,2022,2023,Architecture,218400000.0,buenos aires,270,In progress,Buenos Aires
4153,1003115789,2021,2022,Urban Equipment,4833239.0,san juan,213,Finished,New Cuyo
4154,1003115790,2022,2023,Roadworks,14777025.0,córdoba,301,Finished,Central Region
4155,1003115791,2021,2022,Roadworks,24175505.0,misiones,180,Finished,Great North
4156,1003115793,2021,2022,Roadworks,14725118.0,córdoba,180,Finished,Central Region
4157,1003115794,2021,2023,Architecture,35860339.0,buenos aires,638,In progress,Buenos Aires
4158,1003115795,2021,2023,Urban Equipment,54006151.0,córdoba,480,Finished,Central Region
4159,1003115796,2021,2022,Roadworks,2826543.0,santa fe,90,Finished,Central Region
4160,1003115797,2021,2022,Roadworks,106538165.0,buenos aires,304,Finished,Buenos Aires
4161,1003115798,2021,2022,Roadworks,133551824.0,buenos aires,180,Finished,Buenos Aires
4162,1003115800,2022,2023,Architecture,76731018.0,buenos aires,394,Finished,Buenos Aires
4163,1003115801,2022,2023,Architecture,90137266.0,buenos aires,547,In progress,Buenos Aires
4164,1003115802,2022,2022,Architecture,37036359.0,buenos aires,300,In progress,Buenos Aires
4165,1003115803,2021,2023,Education,427373544.0,san luis,480,Finished,New Cuyo
4166,1003115809,2021,2022,Roadworks,23267013.0,tucumán,180,Finished,Great North
4167,1003115810,2021,2021,Water resources,2602228.0,buenos aires,30,Finished,Buenos Aires
4168,1003115811,2021,2022,Roadworks,13126636.0,salta,90,Finished,Great North
4169,1003115812,2021,2022,Housing,39426236.0,córdoba,210,Finished,Central Region
4170,1003115814,2021,2022,Urban Equipment,13870000.0,buenos aires,150,In progress,Buenos Aires
4171,1003115815,2021,2022,Roadworks,14341581.0,córdoba,295,Finished,Central Region
4172,1003115818,2022,2022,Roadworks,16518822.0,salta,120,In progress,Great North
4173,1003115819,2021,2022,Roadworks,160050870.0,buenos aires,180,In progress,Buenos Aires
4174,1003115820,2022,2023,Roadworks,241151736.0,buenos aires,240,In progress,Buenos Aires
4175,1003115821,2022,2024,Water and Sewer,978324152.0,entre ríos,900,In progress,Central Region
4176,1003115822,2022,2024,Water and Sewer,721518849.0,entre ríos,720,In progress,Central Region
4177,1003115823,2022,2023,Architecture,36078663.0,buenos aires,452,In progress,Buenos Aires
4178,1003115824,2023,2024,Architecture,95620045.0,santiago del estero,306,In progress,Great North
4179,1003115825,2022,2023,Architecture,54284201.0,buenos aires,364,In progress,Buenos Aires
4180,1003115826,2021,2022,Architecture,37493372.0,chaco,300,Finished,Great North
4181,1003115827,2021,2022,Architecture,43962194.0,chaco,240,Finished,Great North
4182,1003115828,2021,2022,Architecture,42349902.0,chaco,240,Finished,Great North
4183,1003115829,2021,2022,Architecture,43083387.0,chaco,240,Finished,Great North
4184,1003115830,2021,2022,Architecture,37964184.0,chaco,240,Finished,Great North
4185,1003115831,2021,2022,Roadworks,21815629.0,tucumán,120,Finished,Great North
4186,1003115832,2022,2022,Architecture,36934024.0,chaco,298,In progress,Great North
4187,1003115833,2021,2022,Architecture,37400019.0,chaco,300,Finished,Great North
4188,1003115836,2023,2024,Architecture,229891130.0,tucumán,360,In progress,Great North
4189,1003115838,2022,2022,Roadworks,8000000.0,buenos aires,150,In progress,Buenos Aires
4190,1003115839,2021,2021,Roadworks,31387550.0,buenos aires,120,Finished,Buenos Aires
4191,1003115840,2022,2023,Roadworks,26466916.0,córdoba,400,In progress,Central Region
4192,1003115841,2022,2022,Architecture,57379433.0,córdoba,294,Finished,Central Region
4193,1003115842,2021,2022,Education,119792730.0,córdoba,363,Finished,Central Region
4194,1003115843,2021,2023,Education,93092107.0,buenos aires,720,In progress,Buenos Aires
4195,1003115847,2021,2023,Education,431913077.0,buenos aires,660,In progress,Buenos Aires
4196,1003115848,2021,2023,Education,437629523.0,chaco,480,Finished,Great North
4197,1003115849,2022,2023,Architecture,42077028.0,chaco,240,Finished,Great North
4198,1003115850,2021,2022,Architecture,41269130.0,chaco,424,Finished,Great North
4199,1003115851,2021,2022,Architecture,40602293.0,chaco,301,Finished,Great North
4200,1003115852,2021,2023,Roadworks,28269862.0,córdoba,712,In progress,Central Region
4201,1003115853,2022,2023,Architecture,81278186.0,buenos aires,364,In progress,Buenos Aires
4202,1003115854,2021,2023,Education,281935000.0,san juan,450,In progress,New Cuyo
4203,1003115858,2022,2022,Healthcare,18863533.0,san luis,304,Finished,New Cuyo
4204,1003115859,2021,2023,Water and Sewer,795233896.0,córdoba,679,In progress,Central Region
4205,1003115860,2021,2023,Roadworks,88071258.0,córdoba,531,Finished,Central Region
4206,1003115861,2022,2023,Architecture,23442732.0,mendoza,120,In progress,New Cuyo
4207,1003115863,2021,2022,Roadworks,27209873.0,santa fe,120,Finished,Central Region
4208,1003115864,2021,2022,Water and Sewer,17493908.0,córdoba,328,Finished,Central Region
4209,1003115865,2022,2022,Urban Equipment,5241551.0,formosa,120,Finished,Great North
4210,1003115866,2021,2022,Urban Equipment,13599330.0,la pampa,180,Finished,Patagonia
4211,1003115867,2021,2023,Education,72700000.0,entre ríos,718,Finished,Central Region
4212,1003115871,2021,2023,Architecture,7756382.0,santa fe,580,In progress,Central Region
4213,1003115873,2021,2024,Architecture,36541992.0,neuquén,853,In progress,Patagonia
4214,1003115874,2021,2022,Healthcare,8592301.0,córdoba,270,Finished,Central Region
4215,1003115875,2021,2022,Water and Sewer,48493742.0,corrientes,290,Finished,Great North
4216,1003115876,2021,2022,Architecture,42650670.0,chaco,240,Finished,Great North
4217,1003115877,2021,2022,Water and Sewer,127823540.0,la pampa,360,Finished,Patagonia
4218,1003115878,2022,2022,Urban Equipment,3435618.0,entre ríos,90,Finished,Central Region
4219,1003115879,2022,2022,Architecture,65423423.0,buenos aires,270,Finished,Buenos Aires
4220,1003115880,2021,2023,Architecture,866761196.0,corrientes,626,In progress,Great North
4221,1003115881,2021,2022,Architecture,17894953.0,chaco,344,Finished,Great North
4222,1003115882,2022,2022,Urban Equipment,1588293.0,entre ríos,60,In progress,Central Region
4223,1003115883,2021,2023,Architecture,5591600.0,córdoba,479,Finished,Central Region
4224,1003115888,2021,2023,Urban Equipment,23964377.0,córdoba,784,In progress,Central Region
4225,1003115889,2021,2023,Roadworks,27968776.0,córdoba,521,In progress,Central Region
4226,1003115892,2022,2023,Architecture,77400738.0,tucumán,415,In progress,Great North
4227,1003115894,2022,2023,Architecture,60278136.0,buenos aires,511,Finished,Buenos Aires
4228,1003115897,2021,2023,Roadworks,11934776.0,córdoba,679,In progress,Central Region
4229,1003115898,2021,2022,Architecture,16950697.0,chaco,390,Finished,Great North
4230,1003115899,2022,2022,Others,873775.0,entre ríos,90,Finished,Central Region
4231,1003115900,2021,2022,Roadworks,19586989.0,tucumán,150,Finished,Great North
4232,1003115901,2021,2022,Urban Equipment,4487905.0,san juan,213,Finished,New Cuyo
4233,1003115902,2022,2022,Urban Equipment,14537539.0,córdoba,90,Finished,Central Region
4234,1003115903,2021,2022,Housing,20890926.0,córdoba,240,Finished,Central Region
4235,1003115904,2021,2022,Architecture,30350000.0,buenos aires,180,Finished,Buenos Aires
4236,1003115905,2021,2022,Architecture,9893974.0,chaco,270,Finished,Great North
4237,1003115907,2021,2022,Housing,21177276.0,misiones,120,Finished,Great North
4238,1003115908,2021,2022,Roadworks,10668991.0,santa fe,90,Finished,Central Region
4239,1003115913,2021,2023,Education,114392000.0,ciudad autónoma de buenos aires,574,In progress,Buenos Aires
4240,1003115915,2021,2022,Architecture,36614783.0,chaco,240,Finished,Great North
4241,1003115916,2021,2022,Urban Equipment,18547364.0,buenos aires,120,Finished,Buenos Aires
4242,1003115917,2022,2023,Architecture,32198558.0,córdoba,464,In progress,Central Region
4243,1003115918,2021,2022,Urban Equipment,236292.0,entre ríos,120,Finished,Central Region
4244,1003115919,2022,2022,Roadworks,15551577.0,córdoba,240,In progress,Central Region
4245,1003115920,2022,2022,Others,31900669.0,río negro,180,Finished,Patagonia
4246,1003115921,2021,2022,Urban Equipment,9999815.0,chaco,150,In progress,Great North
4247,1003115922,2021,2022,Roadworks,35137850.0,san juan,120,Finished,New Cuyo
4248,1003115923,2021,2022,Roadworks,18554654.0,misiones,180,In progress,Great North
4249,1003115925,2021,2022,Water resources,253082296.0,buenos aires,540,In progress,Buenos Aires
4250,1003115926,2022,2024,Architecture,36087905.0,buenos aires,549,In progress,Buenos Aires
4251,1003115927,2022,2023,Architecture,42935470.0,buenos aires,377,In progress,Buenos Aires
4252,1003115929,2022,2023,Architecture,43081307.0,buenos aires,316,In progress,Buenos Aires
4253,1003115930,2022,2023,Architecture,39975276.0,buenos aires,482,In progress,Buenos Aires
4254,1003115931,2022,2023,Architecture,36087905.0,buenos aires,393,In progress,Buenos Aires
4255,1003115932,2022,2022,Urban Equipment,124500000.0,buenos aires,330,Finished,Buenos Aires
4256,1003115933,2022,2023,Roadworks,52678127.0,córdoba,468,In progress,Central Region
4257,1003115934,2022,2023,Architecture,163076091.0,buenos aires,559,In progress,Buenos Aires
4258,1003115938,2021,2023,Architecture,34982000.0,buenos aires,642,In progress,Buenos Aires
4259,1003115940,2021,2022,Architecture,41345738.0,buenos aires,300,Finished,Buenos Aires
4260,1003115942,2022,2023,Architecture,100434336.0,la pampa,355,Finished,Patagonia
4261,1003115944,2022,2023,Architecture,37059132.0,catamarca,480,Finished,Great North
4262,1003115946,2021,2023,Roadworks,64144607.0,córdoba,416,Finished,Central Region
4263,1003115947,2021,2022,Water resources,269531526.0,buenos aires,270,Finished,Buenos Aires
4264,1003115948,2021,2022,Architecture,49488913.0,buenos aires,330,Finished,Buenos Aires
4265,1003115949,2022,2023,Architecture,71372804.0,buenos aires,448,In progress,Buenos Aires
4266,1003115952,2021,2022,Architecture,77217178.0,buenos aires,250,Finished,Buenos Aires
4267,1003115953,2021,2022,Water resources,148654353.0,córdoba,330,Finished,Central Region
4268,1003115959,2022,2022,Urban Equipment,57871377.0,buenos aires,150,Finished,Buenos Aires
4269,1003115960,2021,2022,Roadworks,12977637.0,córdoba,391,Finished,Central Region
4270,1003115961,2021,2022,Roadworks,14572000.0,buenos aires,180,Finished,Buenos Aires
4271,1003115962,2022,2022,Roadworks,23087000.0,buenos aires,90,In progress,Buenos Aires
4272,1003115963,2022,2022,Roadworks,13514157.0,salta,90,In progress,Great North
4273,1003115964,2022,2023,Architecture,43788286.0,entre ríos,360,Finished,Central Region
4274,1003115965,2022,2023,Architecture,86964524.0,la pampa,338,In progress,Patagonia
4275,1003115966,2022,2023,Architecture,106988503.0,la pampa,300,In progress,Patagonia
4276,1003115967,2021,2022,Architecture,40761639.0,buenos aires,350,In progress,Buenos Aires
4277,1003115968,2022,2022,Architecture,34256300.0,buenos aires,164,Finished,Buenos Aires
4278,1003115970,2022,2023,Architecture,35412630.0,catamarca,363,Finished,Great North
4279,1003115972,2021,2022,Architecture,34114006.0,buenos aires,240,In progress,Buenos Aires
4280,1003115973,2022,2022,Architecture,75626670.0,buenos aires,240,Finished,Buenos Aires
4281,1003115975,2021,2022,Urban Equipment,43134133.0,córdoba,330,Finished,Central Region
4282,1003115977,2021,2022,Urban Equipment,29289297.0,santa fe,362,Finished,Central Region
4283,1003115979,2021,2022,Water and Sewer,60948351.0,chaco,180,In progress,Great North
4284,1003115980,2021,2021,Water and Sewer,15905677.0,corrientes,180,In progress,Great North
4285,1003115981,2021,2021,Water and Sewer,17830174.0,corrientes,120,Finished,Great North
4286,1003115982,2021,2021,Water and Sewer,7861333.0,corrientes,120,Finished,Great North
4287,1003115983,2021,2021,Water and Sewer,22502469.0,corrientes,120,Finished,Great North
4288,1003115984,2021,2022,Water and Sewer,19361795.0,corrientes,120,In progress,Great North
4289,1003115985,2021,2022,Water and Sewer,20790999.0,corrientes,210,In progress,Great North
4290,1003115986,2021,2021,Water and Sewer,15666759.0,corrientes,120,Finished,Great North
4291,1003115987,2021,2023,Water and Sewer,47747683.0,córdoba,834,In progress,Central Region
4292,1003115988,2021,2022,Water and Sewer,52725171.0,córdoba,240,Finished,Central Region
4293,1003115989,2021,2023,Water and Sewer,102748979.0,córdoba,676,In progress,Central Region
4294,1003115990,2021,2022,Water and Sewer,62829441.0,córdoba,310,Finished,Central Region
4295,1003115991,2021,2022,Water and Sewer,59799352.0,córdoba,180,In progress,Central Region
4296,1003115992,2021,2022,Roadworks,41697518.0,tucumán,150,Finished,Great North
4297,1003115993,2022,2023,Urban Equipment,11100777.0,la rioja,211,In progress,New Cuyo
4298,1003115996,2021,2022,Architecture,44715474.0,buenos aires,347,Finished,Buenos Aires
4299,1003115997,2022,2023,Architecture,36205244.0,buenos aires,336,In progress,Buenos Aires
4300,1003115998,2022,2023,Architecture,83329790.0,tucumán,372,In progress,Great North
4301,1003115999,2022,2023,Architecture,46227625.0,salta,300,In progress,Great North
4302,1003116000,2022,2023,Architecture,40920112.0,formosa,555,In progress,Great North
4303,1003116001,2022,2023,Architecture,44169724.0,formosa,452,In progress,Great North
4304,1003116002,2022,2023,Architecture,41756923.0,formosa,330,Finished,Great North
4305,1003116003,2021,2023,Architecture,44449620.0,mendoza,483,Finished,New Cuyo
4306,1003116004,2022,2023,Architecture,56577701.0,salta,364,In progress,Great North
4307,1003116005,2021,2022,Water and Sewer,47327753.0,entre ríos,180,In progress,Central Region
4308,1003116006,2022,2023,Architecture,83053309.0,salta,365,In progress,Great North
4309,1003116007,2021,2021,Water resources,1738750.0,entre ríos,90,Finished,Central Region
4310,1003116008,2022,2023,Architecture,42304957.0,salta,300,In progress,Great North
4311,1003116009,2021,2022,Water and Sewer,42404733.0,entre ríos,180,Finished,Central Region
4312,1003116010,2022,2023,Architecture,49547460.0,salta,394,In progress,Great North
